Name	Parent	Desc	ParentDesc
HP:0000414	HP:0000436	Bulbous nose	Abnormality of the nasal tip
HP:0000414	HP:0005105	Bulbous nose	Abnormal nasal morphology
HP:0000415	HP:0000366	Abnormality of the choanae	Abnormality of the nose
HP:0000417	HP:0005105	Slender nose	Abnormal nasal morphology
HP:0000418	HP:0011119	Narrow nasal ridge	Abnormality of the nasal dorsum
HP:0000419	HP:0000366	Abnormality of the nasal septum	Abnormality of the nose
HP:0000420	HP:0000419	Short nasal septum	Abnormality of the nasal septum
HP:0000421	HP:0000366	Epistaxis	Abnormality of the nose
HP:0000421	HP:0001892	Epistaxis	Abnormal bleeding
HP:0000422	HP:0000366	Abnormality of the nasal bridge	Abnormality of the nose
HP:0000426	HP:0000422	Prominent nasal bridge	Abnormality of the nasal bridge
HP:0000429	HP:0010938	Abnormality of the nasal alae	Abnormality of the external nose
HP:0000430	HP:0000429	Underdeveloped nasal alae	Abnormality of the nasal alae
HP:0000430	HP:0009924	Underdeveloped nasal alae	Aplasia/Hypoplasia involving the nose
HP:0000431	HP:0000422	Wide nasal bridge	Abnormality of the nasal bridge
HP:0000433	HP:0000366	Abnormality of the nasal mucosa	Abnormality of the nose
HP:0000434	HP:0000433	Nasal mucosa telangiectasia	Abnormality of the nasal mucosa
HP:0000434	HP:0100579	Nasal mucosa telangiectasia	Mucosal telangiectasiae
HP:0000436	HP:0010938	Abnormality of the nasal tip	Abnormality of the external nose
HP:0000437	HP:0000436	Depressed nasal tip	Abnormality of the nasal tip
HP:0000444	HP:0011119	Convex nasal ridge	Abnormality of the nasal dorsum
HP:0000445	HP:0005105	Wide nose	Abnormal nasal morphology
HP:0000446	HP:0000422	Narrow nasal bridge	Abnormality of the nasal bridge
HP:0000447	HP:0005105	Pear-shaped nose	Abnormal nasal morphology
HP:0000448	HP:0005105	Prominent nose	Abnormal nasal morphology
HP:0000451	HP:0000436	Triangular nasal tip	Abnormality of the nasal tip
HP:0000452	HP:0000415	Choanal stenosis	Abnormality of the choanae
HP:0000453	HP:0000415	Choanal atresia	Abnormality of the choanae
HP:0000454	HP:0000429	Flared nostrils	Abnormality of the nasal alae
HP:0000455	HP:0000436	Broad nasal tip	Abnormality of the nasal tip
HP:0000455	HP:0000463	Broad nasal tip	Anteverted nares
HP:0000456	HP:0000436	Bifid nasal tip	Abnormality of the nasal tip
HP:0000457	HP:0011119	Depressed nasal ridge	Abnormality of the nasal dorsum
HP:0000458	HP:0004408	Anosmia	Abnormality of the sense of smell
HP:0000460	HP:0005105	Narrow nose	Abnormal nasal morphology
HP:0000463	HP:0000429	Anteverted nares	Abnormality of the nasal alae
HP:0000463	HP:0005105	Anteverted nares	Abnormal nasal morphology
HP:0000463	HP:0005288	Anteverted nares	Abnormality of the nares
HP:0000464	HP:0000152	Abnormality of the neck	Abnormality of head or neck
HP:0000465	HP:0000464	Webbed neck	Abnormality of the neck
HP:0000466	HP:0005986	Limited neck range of motion	Limitation of neck motion
HP:0000467	HP:0001324	Neck muscle weakness	Muscle weakness
HP:0000468	HP:0000464	Increased adipose tissue around the neck	Abnormality of the neck
HP:0000468	HP:0009126	Increased adipose tissue around the neck	Increased adipose tissue
HP:0000470	HP:0000464	Short neck	Abnormality of the neck
HP:0000470	HP:0003319	Short neck	Abnormality of the cervical spine
HP:0000471	HP:0004296	Gastrointestinal angiodysplasia	Abnormality of gastrointestinal vasculature
HP:0000472	HP:0000464	Long neck	Abnormality of the neck
HP:0000473	HP:0011006	Torticollis	Abnormal morphology of the musculature of the neck
HP:0000473	HP:0011442	Torticollis	Abnormal central motor function
HP:0000473	HP:0012179	Torticollis	Craniofacial dystonia
HP:0000474	HP:0000464	Thickened nuchal skin fold	Abnormality of the neck
HP:0000474	HP:0011425	Thickened nuchal skin fold	Fetal ultrasound soft marker
HP:0000475	HP:0000464	Broad neck	Abnormality of the neck
HP:0000476	HP:0000464	Cystic hygroma	Abnormality of the neck
HP:0000478	HP:0000118	Abnormality of the eye	Phenotypic abnormality
HP:0000479	HP:0001098	Abnormal retinal morphology	Abnormal fundus morphology
HP:0000480	HP:0000479	Retinal coloboma	Abnormal retinal morphology
HP:0000480	HP:0000589	Retinal coloboma	Coloboma
HP:0000481	HP:0004328	Abnormal cornea morphology	Abnormal anterior eye segment morphology
HP:0000482	HP:0001120	Microcornea	Abnormality of corneal size
HP:0000483	HP:0000539	Astigmatism	Abnormality of refraction
HP:0000483	HP:0100691	Astigmatism	Abnormality of the curvature of the cornea
HP:0000484	HP:0000483	Hyperopic astigmatism	Astigmatism
HP:0000485	HP:0001120	Megalocornea	Abnormality of corneal size
HP:0000486	HP:0000549	Strabismus	Abnormal conjugate eye movement
HP:0000488	HP:0000479	Retinopathy	Abnormal retinal morphology
HP:0000490	HP:0100886	Deeply set eye	Abnormality of globe location
HP:0000491	HP:0011495	Keratitis	Abnormal corneal epithelium morphology
HP:0000491	HP:0100533	Keratitis	Inflammatory abnormality of the eye
HP:0000492	HP:0030669	Abnormal eyelid morphology	Abnormal ocular adnexa morphology
HP:0000493	HP:0001103	Abnormal foveal morphology	Abnormal macular morphology
HP:0000494	HP:0200006	Downslanted palpebral fissures	Slanting of the palpebral fissure
HP:0000495	HP:0200020	Recurrent corneal erosions	Corneal erosion
HP:0000496	HP:0012373	Abnormality of eye movement	Abnormal eye physiology
HP:0000497	HP:0011347	Globe retraction and deviation on abduction	Abnormality of ocular abduction
HP:0000498	HP:0000492	Blepharitis	Abnormal eyelid morphology
HP:0000498	HP:0100533	Blepharitis	Inflammatory abnormality of the eye
HP:0000499	HP:0000492	Abnormal eyelash morphology	Abnormal eyelid morphology
HP:0000499	HP:0001595	Abnormal eyelash morphology	Abnormal hair morphology
HP:0000501	HP:0012373	Glaucoma	Abnormal eye physiology
HP:0000502	HP:0030669	Abnormal conjunctiva morphology	Abnormal ocular adnexa morphology
HP:0000503	HP:0008054	Tortuosity of conjunctival vessels	Abnormal morphology of the conjunctival vasculature
HP:0000504	HP:0012373	Abnormality of vision	Abnormal eye physiology
HP:0000505	HP:0000504	Visual impairment	Abnormality of vision
HP:0000506	HP:0000492	Telecanthus	Abnormal eyelid morphology
HP:0000508	HP:0012373	Ptosis	Abnormal eye physiology
HP:0000509	HP:0000502	Conjunctivitis	Abnormal conjunctiva morphology
HP:0000509	HP:0025337	Conjunctivitis	Red eye
HP:0000509	HP:0100533	Conjunctivitis	Inflammatory abnormality of the eye
HP:0000510	HP:0000556	Rod-cone dystrophy	Retinal dystrophy
HP:0000511	HP:0000605	Vertical supranuclear gaze palsy	Supranuclear gaze palsy
HP:0000512	HP:0030453	Abnormal electroretinogram	Abnormal visual electrophysiology
HP:0000514	HP:0000570	Slow saccadic eye movements	Abnormal saccadic eye movements
HP:0000517	HP:0004328	Abnormality of the lens	Abnormal anterior eye segment morphology
HP:0000518	HP:0000517	Cataract	Abnormality of the lens
HP:0000519	HP:0000518	Developmental cataract	Cataract
HP:0000519	HP:0007700	Developmental cataract	Ocular anterior segment dysgenesis
HP:0000520	HP:0100886	Proptosis	Abnormality of globe location
HP:0000522	HP:0000633	Alacrima	Decreased lacrimation
HP:0000523	HP:0000518	Subcapsular cataract	Cataract
HP:0000524	HP:0008054	Conjunctival telangiectasia	Abnormal morphology of the conjunctival vasculature
HP:0000524	HP:0100579	Conjunctival telangiectasia	Mucosal telangiectasiae
HP:0000525	HP:0000553	Abnormality iris morphology	Abnormal uvea morphology
HP:0000525	HP:0004328	Abnormality iris morphology	Abnormal anterior eye segment morphology
HP:0000526	HP:0008053	Aniridia	Aplasia/Hypoplasia of the iris
HP:0000527	HP:0000499	Long eyelashes	Abnormal eyelash morphology
HP:0000528	HP:0008056	Anophthalmia	Aplasia/Hypoplasia affecting the eye
HP:0000528	HP:0100887	Anophthalmia	Abnormality of globe size
HP:0000529	HP:0000572	Progressive visual loss	Visual loss
HP:0000531	HP:0007759	Corneal crystals	Opacification of the corneal stroma
HP:0000532	HP:0000479	Abnormal chorioretinal morphology	Abnormal retinal morphology
HP:0000532	HP:0000610	Abnormal chorioretinal morphology	Abnormal choroid morphology
HP:0000533	HP:0200065	Chorioretinal atrophy	Chorioretinal degeneration
HP:0000534	HP:0001595	Abnormal eyebrow morphology	Abnormal hair morphology
HP:0000534	HP:0030669	Abnormal eyebrow morphology	Abnormal ocular adnexa morphology
HP:0000535	HP:0045074	Sparse and thin eyebrow	Thin eyebrow
HP:0000535	HP:0045075	Sparse and thin eyebrow	Sparse eyebrow
HP:0000537	HP:0000286	Epicanthus inversus	Epicanthus
HP:0000538	HP:0012795	Pseudopapilledema	Abnormality of the optic disc
HP:0000539	HP:0012373	Abnormality of refraction	Abnormal eye physiology
HP:0000540	HP:0000539	Hypermetropia	Abnormality of refraction
HP:0000541	HP:0000479	Retinal detachment	Abnormal retinal morphology
HP:0000542	HP:0000496	Impaired ocular adduction	Abnormality of eye movement
HP:0000543	HP:0012795	Optic disc pallor	Abnormality of the optic disc
HP:0000544	HP:0000602	External ophthalmoplegia	Ophthalmoplegia
HP:0000545	HP:0000539	Myopia	Abnormality of refraction
HP:0000546	HP:0000479	Retinal degeneration	Abnormal retinal morphology
HP:0000548	HP:0000556	Cone/cone-rod dystrophy	Retinal dystrophy
HP:0000549	HP:0000496	Abnormal conjugate eye movement	Abnormality of eye movement
HP:0000550	HP:0000512	Undetectable electroretinogram	Abnormal electroretinogram
HP:0000551	HP:0000504	Color vision defect	Abnormality of vision
HP:0000552	HP:0011519	Tritanomaly	Anomalous trichromacy
HP:0000553	HP:0012372	Abnormal uvea morphology	Abnormal eye morphology
HP:0000554	HP:0000553	Uveitis	Abnormal uvea morphology
HP:0000554	HP:0100533	Uveitis	Inflammatory abnormality of the eye
HP:0000555	HP:0000615	Leukocoria	Abnormal pupil morphology
HP:0000556	HP:0000479	Retinal dystrophy	Abnormal retinal morphology
HP:0000557	HP:0001087	Buphthalmos	Developmental glaucoma
HP:0000557	HP:0001090	Buphthalmos	Abnormally large globe
HP:0000558	HP:0007676	Rieger anomaly	Hypoplasia of the iris
HP:0000559	HP:0007957	Corneal scarring	Corneal opacity
HP:0000559	HP:0100699	Corneal scarring	Scarring
HP:0000561	HP:0002550	Absent eyelashes	Absent facial hair
HP:0000561	HP:0200102	Absent eyelashes	Sparse or absent eyelashes
HP:0000563	HP:0100689	Keratoconus	Decreased corneal thickness
HP:0000563	HP:0100692	Keratoconus	Increased corneal curvature
HP:0000564	HP:0011481	Lacrimal duct atresia	Abnormal lacrimal duct morphology
HP:0000565	HP:0020045	Esotropia	Esodeviation
HP:0000565	HP:0032012	Esotropia	Heterotropia
HP:0000567	HP:0000532	Chorioretinal coloboma	Abnormal chorioretinal morphology
HP:0000567	HP:0000589	Chorioretinal coloboma	Coloboma
HP:0000568	HP:0008056	Microphthalmia	Aplasia/Hypoplasia affecting the eye
HP:0000568	HP:0100887	Microphthalmia	Abnormality of globe size
HP:0000570	HP:0000496	Abnormal saccadic eye movements	Abnormality of eye movement
HP:0000571	HP:0000570	Hypometric saccades	Abnormal saccadic eye movements
HP:0000572	HP:0000505	Visual loss	Visual impairment
HP:0000573	HP:0000479	Retinal hemorrhage	Abnormal retinal morphology
HP:0000573	HP:0011885	Retinal hemorrhage	Hemorrhage of the eye
HP:0000573	HP:0031803	Retinal hemorrhage	Fundus hemorrhage
HP:0000574	HP:0000534	Thick eyebrow	Abnormal eyebrow morphology
HP:0000575	HP:0001123	Scotoma	Visual field defect
HP:0000576	HP:0000575	Centrocecal scotoma	Scotoma
HP:0000577	HP:0020049	Exotropia	Exodeviation
HP:0000577	HP:0032012	Exotropia	Heterotropia
HP:0000579	HP:0011481	Nasolacrimal duct obstruction	Abnormal lacrimal duct morphology
HP:0000580	HP:0007703	Pigmentary retinopathy	Abnormality of retinal pigmentation
HP:0000581	HP:0200007	Blepharophimosis	Abnormal size of the palpebral fissures
HP:0000582	HP:0200006	Upslanted palpebral fissure	Slanting of the palpebral fissure
HP:0000584	HP:0200020	Punctate corneal epithelial erosions	Corneal erosion
HP:0000585	HP:0011493	Band keratopathy	Central opacification of the cornea
HP:0000586	HP:0000520	Shallow orbits	Proptosis
HP:0000586	HP:3000030	Shallow orbits	Abnormality of bony orbit of skull
HP:0000587	HP:0001098	Abnormality of the optic nerve	Abnormal fundus morphology
HP:0000588	HP:0000587	Optic nerve coloboma	Abnormality of the optic nerve
HP:0000588	HP:0000589	Optic nerve coloboma	Coloboma
HP:0000589	HP:0012372	Coloboma	Abnormal eye morphology
HP:0000590	HP:0000544	Progressive external ophthalmoplegia	External ophthalmoplegia
HP:0000591	HP:0012372	Abnormal sclera morphology	Abnormal eye morphology
HP:0000592	HP:0000591	Blue sclerae	Abnormal sclera morphology
HP:0000593	HP:0004328	Abnormal anterior chamber morphology	Abnormal anterior eye segment morphology
HP:0000594	HP:0000593	Shallow anterior chamber	Abnormal anterior chamber morphology
HP:0000597	HP:0000496	Ophthalmoparesis	Abnormality of eye movement
HP:0000598	HP:0000118	Abnormality of the ear	Phenotypic abnormality
HP:0000599	HP:0000290	Abnormality of the frontal hairline	Abnormality of the forehead
HP:0000599	HP:0009553	Abnormality of the frontal hairline	Abnormality of the hairline
HP:0000600	HP:0000234	Abnormality of the pharynx	Abnormality of the head
HP:0000601	HP:0100886	Hypotelorism	Abnormality of globe location
HP:0000602	HP:0000597	Ophthalmoplegia	Ophthalmoparesis
HP:0000603	HP:0000575	Central scotoma	Scotoma
HP:0000605	HP:0000549	Supranuclear gaze palsy	Abnormal conjugate eye movement
HP:0000606	HP:0000271	Abnormality of the periorbital region	Abnormality of the face
HP:0000607	HP:0000606	Periorbital wrinkles	Abnormality of the periorbital region
HP:0000607	HP:0100678	Periorbital wrinkles	Premature skin wrinkling
HP:0000608	HP:0000546	Macular degeneration	Retinal degeneration
HP:0000608	HP:0001103	Macular degeneration	Abnormal macular morphology
HP:0000609	HP:0002977	Optic nerve hypoplasia	Aplasia/Hypoplasia involving the central nervous system
HP:0000609	HP:0008058	Optic nerve hypoplasia	Aplasia/Hypoplasia of the optic nerve
HP:0000610	HP:0000553	Abnormal choroid morphology	Abnormal uvea morphology
HP:0000610	HP:0001098	Abnormal choroid morphology	Abnormal fundus morphology
HP:0000612	HP:0000525	Iris coloboma	Abnormality iris morphology
HP:0000612	HP:0000589	Iris coloboma	Coloboma
HP:0000613	HP:0000504	Photophobia	Abnormality of vision
HP:0000613	HP:0000708	Photophobia	Behavioral abnormality
HP:0000614	HP:0030669	Abnormal nasolacrimal system morphology	Abnormal ocular adnexa morphology
HP:0000615	HP:0000525	Abnormal pupil morphology	Abnormality iris morphology
HP:0000616	HP:0007686	Miosis	Abnormal pupillary function
HP:0000617	HP:0000496	Abnormality of ocular smooth pursuit	Abnormality of eye movement
HP:0000618	HP:0007663	Blindness	Reduced visual acuity
HP:0000619	HP:0000549	Impaired convergence	Abnormal conjugate eye movement
HP:0000620	HP:0000614	Dacryocystitis	Abnormal nasolacrimal system morphology
HP:0000621	HP:0000492	Entropion	Abnormal eyelid morphology
HP:0000622	HP:0000504	Blurred vision	Abnormality of vision
HP:0000623	HP:0000602	Supranuclear ophthalmoplegia	Ophthalmoplegia
HP:0000625	HP:0011226	Eyelid coloboma	Aplasia/Hypoplasia of the eyelid
HP:0000627	HP:0008048	Posterior embryotoxon	Abnormality of the line of Schwalbe
HP:0000629	HP:0000606	Periorbital fullness	Abnormality of the periorbital region
HP:0000630	HP:0008046	Abnormal retinal artery morphology	Abnormal retinal vascular morphology
HP:0000630	HP:0011004	Abnormal retinal artery morphology	Abnormal systemic arterial morphology
HP:0000630	HP:3000036	Abnormal retinal artery morphology	Abnormality of head blood vessel
HP:0000631	HP:0000630	Retinal arterial tortuosity	Abnormal retinal artery morphology
HP:0000631	HP:0005116	Retinal arterial tortuosity	Arterial tortuosity
HP:0000631	HP:0012841	Retinal arterial tortuosity	Retinal vascular tortuosity
HP:0000632	HP:0012373	Lacrimation abnormality	Abnormal eye physiology
HP:0000633	HP:0000632	Decreased lacrimation	Lacrimation abnormality
HP:0000634	HP:0011347	Impaired ocular abduction	Abnormality of ocular abduction
HP:0000635	HP:0008034	Blue irides	Abnormal iris pigmentation
HP:0000636	HP:0000625	Upper eyelid coloboma	Eyelid coloboma
HP:0000637	HP:0200007	Long palpebral fissure	Abnormal size of the palpebral fissures
HP:0000639	HP:0012547	Nystagmus	Abnormal involuntary eye movements
HP:0000640	HP:0000639	Gaze-evoked nystagmus	Nystagmus
HP:0000641	HP:0000570	Dysmetric saccades	Abnormal saccadic eye movements
HP:0000642	HP:0007641	Red-green dyschromatopsia	Dyschromatopsia
HP:0000643	HP:0012179	Blepharospasm	Craniofacial dystonia
HP:0000643	HP:0031879	Blepharospasm	Abnormal eyelid physiology
HP:0000646	HP:0007663	Amblyopia	Reduced visual acuity
HP:0000647	HP:0007957	Sclerocornea	Corneal opacity
HP:0000648	HP:0012795	Optic atrophy	Abnormality of the optic disc
HP:0000649	HP:0030453	Abnormality of visual evoked potentials	Abnormal visual electrophysiology
HP:0000650	HP:0100289	Abnormal amplitude of pattern reversal visual evoked potentials	Abnormality of pattern reversal visual evoked potentials
HP:0000651	HP:0011514	Diplopia	Abnormality of binocular vision
HP:0000652	HP:0000625	Lower eyelid coloboma	Eyelid coloboma
HP:0000653	HP:0008070	Sparse eyelashes	Sparse hair
HP:0000653	HP:0200102	Sparse eyelashes	Sparse or absent eyelashes
HP:0000654	HP:0008323	Decreased light- and dark-adapted electroretinogram amplitude	Abnormal light- and dark-adapted electroretinogram
